DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,% CHG,CHANGE
1/7/2015,4.8325,4.875,4.77,4.785,32180800,-0.260552371,-0.0125
1/8/2015,4.84,4.995,4.8375,4.965,28378000,3.761755486,0.18
1/9/2015,4.9825,5.0225,4.915,4.985,20954000,0.402819738,0.02
1/12/2015,4.9975,5,4.8775,4.9225,19073200,-1.253761284,-0.0625
1/13/2015,4.96,5.06,4.88,4.915,23672000,-0.152361605,-0.0075
1/14/2015,4.8625,4.95,4.85,4.935,15526000,0.406917599,0.02
1/15/2015,4.97,5,4.8975,4.9,18893200,-0.709219858,-0.035
1/16/2015,4.8925,4.995,4.8775,4.99,18151200,1.836734694,0.09
1/20/2015,5.025,5.0525,4.9425,5.005,14030800,0.300601202,0.015
1/21/2015,4.9775,5.0875,4.9425,5.075,14478000,1.398601399,0.07
1/22/2015,5.085,5.1775,5.0325,5.1625,15971200,1.724137931,0.0875
1/23/2015,5.1675,5.1875,5.125,5.1775,12041600,0.290556901,0.015
1/26/2015,5.155,5.18,5.1225,5.155,13324000,-0.43457267,-0.0225
1/27/2015,5.075,5.08,4.8975,4.9075,35794800,-4.801163919,-0.2475
1/28/2015,4.9675,4.9875,4.825,4.8275,27272800,-1.630157922,-0.08
1/29/2015,4.83,4.9725,4.8075,4.945,23534000,2.433972035,0.1175
1/30/2015,4.91,4.9675,4.7925,4.8,29820000,-2.932254803,-0.145
2/2/2015,4.83,4.925,4.735,4.905,25960400,2.1875,0.105
2/3/2015,4.94,5.0325,4.915,5.0275,18346800,2.49745158,0.1225
2/4/2015,5.0125,5.0975,4.9975,5.04,18151600,0.248632521,0.0125
2/5/2015,5.045,5.125,5.04,5.1225,14044800,1.636904762,0.0825
2/6/2015,5.1175,5.1775,5.0775,5.1,21052400,-0.439238653,-0.0225
2/9/2015,5.07,5.11,5.0375,5.095,27394400,-0.098039216,-0.005
2/10/2015,5.1,5.24,5.0775,5.2375,22620400,2.796859666,0.1425
2/11/2015,5.25,5.25,5.1675,5.2025,32083200,-0.668257757,-0.035
2/12/2015,5.5,5.625,5.4675,5.575,67690400,7.160019222,0.3725
2/13/2015,5.5625,5.585,5.4775,5.5775,31008400,0.044843049,0.0025
2/17/2015,5.5675,5.6225,5.5325,5.595,20334000,0.313760645,0.0175
2/18/2015,5.5875,5.5975,5.52,5.53,17094800,-1.161751564,-0.065
2/19/2015,5.6,5.61,5.52,5.545,16943200,0.27124774,0.015
2/20/2015,5.54,5.5875,5.5,5.585,15775200,0.721370604,0.04
2/23/2015,5.5825,5.5825,5.5125,5.54,12500800,-0.805729633,-0.045
2/24/2015,5.54,5.5775,5.49,5.5775,14935600,0.676895307,0.0375
2/25/2015,5.555,5.58,5.51,5.535,12382000,-0.761990139,-0.0425
2/26/2015,5.54,5.5825,5.505,5.55,15286400,0.27100271,0.015
2/27/2015,5.535,5.5475,5.495,5.515,15749200,-0.630630631,-0.035
3/2/2015,5.5,5.68,5.4925,5.65,30151200,2.447869447,0.135
3/3/2015,5.6075,5.635,5.5275,5.545,16034400,-1.85840708,-0.105
3/4/2015,5.525,5.62,5.5025,5.6075,22684000,1.127141569,0.0625
3/5/2015,5.6075,5.725,5.5925,5.715,32305600,1.917075346,0.1075
3/6/2015,5.6825,5.71,5.6325,5.6375,25739200,-1.35608049,-0.0775
3/9/2015,5.64,5.695,5.6275,5.6525,22238800,0.266075388,0.015
3/10/2015,5.6775,5.7875,5.6675,5.75,52721200,1.724900487,0.0975
3/11/2015,5.75,5.825,5.705,5.72,26212000,-0.52173913,-0.03
3/12/2015,5.665,5.7075,5.56,5.6675,40697200,-0.917832168,-0.0525
3/13/2015,5.64,5.69,5.5625,5.675,35928800,0.13233348,0.0075
3/16/2015,5.72,5.7775,5.6825,5.7425,23695600,1.189427313,0.0675
3/17/2015,5.73,5.815,5.69,5.8125,29990000,1.21898128,0.07
3/18/2015,5.8125,5.8425,5.665,5.7175,41384400,-1.634408602,-0.095
3/19/2015,5.7375,5.825,5.695,5.805,31075600,1.530389156,0.0875
3/20/2015,5.8525,5.9025,5.7975,5.8675,46208400,1.076658053,0.0625
3/23/2015,5.6925,5.7675,5.675,5.6775,42601200,-3.238176395,-0.19
3/24/2015,5.66,5.7,5.575,5.6,33048000,-1.365037428,-0.0775
3/25/2015,5.5975,5.5975,5.2425,5.26,54255200,-6.071428571,-0.34
3/26/2015,5.1525,5.265,5.115,5.2425,31192000,-0.33269962,-0.0175
3/27/2015,5.2725,5.365,5.1875,5.345,31828800,1.955174058,0.1025
3/30/2015,5.37,5.395,5.3,5.3675,25325200,0.420954163,0.0225
3/31/2015,5.3525,5.3575,5.2275,5.2325,35727600,-2.515137401,-0.135
4/1/2015,5.2525,5.27,5.1625,5.2525,33076800,0.382226469,0.02
4/2/2015,5.2825,5.2975,5.22,5.265,19220400,0.237981913,0.0125
4/6/2015,5.2425,5.435,5.1875,5.4175,51586400,2.89648623,0.1525
4/7/2015,5.4175,5.525,5.3875,5.465,41396400,0.876788186,0.0475
4/8/2015,5.47,5.525,5.4175,5.505,36643200,0.731930467,0.04
4/9/2015,5.4625,5.65,5.46,5.6325,37943200,2.316076294,0.1275
4/10/2015,5.6375,5.6925,5.6175,5.69,25872800,1.020861074,0.0575
4/13/2015,5.6775,5.71,5.6125,5.6375,23672400,-0.922671353,-0.0525
4/14/2015,5.615,5.6375,5.535,5.59,22027600,-0.842572062,-0.0475
4/15/2015,5.605,5.7,5.5775,5.6575,24356000,1.207513417,0.0675
4/16/2015,5.625,5.6725,5.5825,5.6225,15528400,-0.618647813,-0.035
4/17/2015,5.505,5.605,5.5025,5.55,29363600,-1.289461983,-0.0725
4/20/2015,5.575,5.61,5.5125,5.5225,23162400,-0.495495495,-0.0275
4/21/2015,5.59,5.59,5.4875,5.515,23045600,-0.135808058,-0.0075
4/22/2015,5.5475,5.585,5.4625,5.5775,20742000,1.133272892,0.0625
4/23/2015,5.475,5.6075,5.4125,5.555,25938000,-0.403406544,-0.0225
4/24/2015,5.5525,5.555,5.445,5.5075,24096000,-0.855085509,-0.0475
4/27/2015,5.525,5.6475,5.4775,5.55,24845600,0.771674989,0.0425
4/28/2015,5.54,5.5975,5.4875,5.5775,23448400,0.495495495,0.0275
4/29/2015,5.5375,5.5925,5.5125,5.535,19515600,-0.761990139,-0.0425
4/30/2015,5.5075,5.5775,5.495,5.55,21884400,0.27100271,0.015
5/1/2015,5.595,5.705,5.57,5.6875,25696800,2.477477477,0.1375
5/4/2015,5.6825,5.72,5.635,5.6525,20072000,-0.615384615,-0.035
5/5/2015,5.6325,5.64,5.4825,5.5075,29292800,-2.565236621,-0.145
5/6/2015,5.5375,5.59,5.4525,5.525,31648400,0.317748525,0.0175
5/7/2015,5.5025,5.64,5.485,5.6225,53456400,1.764705882,0.0975
5/8/2015,5.2525,5.46,5.1225,5.2075,114655200,-7.381058248,-0.415
5/11/2015,5.135,5.21,5.095,5.1575,54414400,-0.960153625,-0.05
5/12/2015,5.12,5.25,5.1175,5.2075,38880000,0.969461949,0.05
5/13/2015,5.245,5.285,5.1875,5.2375,30852400,0.576092175,0.03
5/14/2015,5.2525,5.35,5.24,5.3225,29305200,1.622911695,0.085
5/15/2015,5.345,5.37,5.2925,5.325,21582400,0.046970409,0.0025
5/18/2015,5.3125,5.35,5.2875,5.3175,32497200,-0.14084507,-0.0075
5/19/2015,5.3,5.3175,5.25,5.26,25380800,-1.081335214,-0.0575
5/20/2015,5.2625,5.325,5.255,5.26,19682400,0,0
5/21/2015,5.2625,5.285,5.2175,5.2225,23969200,-0.712927757,-0.0375
5/22/2015,5.235,5.255,5.2025,5.215,21259200,-0.143609382,-0.0075
5/26/2015,5.19,5.225,5.1425,5.1825,25973200,-0.623202301,-0.0325
5/27/2015,5.2175,5.485,5.2,5.46,43233200,5.354558611,0.2775
5/28/2015,5.46,5.5525,5.45,5.535,32765600,1.373626374,0.075
5/29/2015,5.535,5.57,5.525,5.5325,33516800,-0.045167118,-0.0025
6/1/2015,5.5675,5.65,5.5325,5.595,37266000,1.129688206,0.0625
6/2/2015,5.56,5.59,5.48,5.485,22430400,-1.966041108,-0.11
6/3/2015,5.5,5.5425,5.415,5.425,25078800,-1.093892434,-0.06
6/4/2015,5.3925,5.54,5.3925,5.5225,32371200,1.797235023,0.0975
6/5/2015,5.505,5.59,5.4475,5.565,31332000,0.769578995,0.0425
6/8/2015,5.5475,5.585,5.375,5.4375,34281200,-2.291105121,-0.1275
6/9/2015,5.4425,5.505,5.4325,5.465,25688800,0.505747126,0.0275
6/10/2015,5.4,5.435,5.3375,5.3675,52946000,-1.784080512,-0.0975
